Profit Ratio	Category	City	Country	Customer ID	Customer Name	Discount	레코드 수	Order Date	Order ID	Postal Code	Product ID	Manufacturer	Product Name	Profit	Quantity	Region	Row ID	Sales	Segment	Ship Date	Ship Mode	State	Sub-Category
11%	Office Supplies	Plantation	United States	AH-10690	Anna Häberlin	0.2	1	2017. 11. 12.	CA-2017-113628	33317	OFF-AR-10001246	Newell	Newell 317	$1	5	South	3807	$12	Corporate	2017. 11. 19.	Standard Class	Florida	Art
-77%	Office Supplies	Plantation	United States	AH-10690	Anna Häberlin	0.7	1	2017. 11. 12.	CA-2017-113628	33317	OFF-BI-10003291	Wilson Jones	Wilson Jones Leather-Like Binders with DublLock Round Rings	-$4	2	South	3808	$5	Corporate	2017. 11. 19.	Standard Class	Florida	Binders
-80%	Office Supplies	Plantation	United States	AH-10690	Anna Häberlin	0.7	1	2017. 11. 12.	CA-2017-113628	33317	OFF-BI-10002799	Other	"SlimView Poly Binder, 3/8"""	-$4	3	South	3809	$5	Corporate	2017. 11. 19.	Standard Class	Florida	Binders
-14%	Furniture	Plantation	United States	AH-10690	Anna Häberlin	0.2	1	2017. 11. 12.	CA-2017-113628	33317	FUR-CH-10003298	Office Star	Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal	-$72	5	South	3810	$524	Corporate	2017. 11. 19.	Standard Class	Florida	Chairs
10%	Technology	Plantation	United States	AH-10690	Anna Häberlin	0.2	1	2017. 11. 12.	CA-2017-113628	33317	TEC-PH-10000441	Other	VTech DS6151	$10	1	South	3811	$101	Corporate	2017. 11. 19.	Standard Class	Florida	Phones
11%	Furniture	Plantation	United States	AH-10690	Anna Häberlin	0.2	1	2017. 11. 12.	CA-2017-113628	33317	FUR-CH-10004477	Global	Global Push Button Manager's Chair, Indigo	$16	3	South	3812	$146	Corporate	2017. 11. 19.	Standard Class	Florida	Chairs
47%	Office Supplies	Milwaukee	United States	PK-19075	Pete Kriz	0	1	2019. 3. 5.	CA-2019-147753	53209	OFF-LA-10003537	Avery	Avery 515	$12	2	Central	3813	$25	Consumer	2019. 3. 5.	Same Day	Wisconsin	Labels
33%	Office Supplies	Quincy	United States	NG-18430	Nathan Gelder	0.2	1	2017. 11. 5.	CA-2017-103961	62301	OFF-LA-10004484	Avery	Avery 476	$6	6	Central	3814	$20	Consumer	2017. 11. 9.	Standard Class	Illinois	Labels
6%	Technology	Jacksonville	United States	ZD-21925	Zuschuss Donatelli	0.2	1	2018. 7. 8.	CA-2018-152471	32216	TEC-PH-10002824	Jabra	Jabra SPEAK 410 Multidevice Speakerphone	$51	5	South	3815	$824	Consumer	2018. 7. 8.	Same Day	Florida	Phones
31%	Office Supplies	Jacksonville	United States	ZD-21925	Zuschuss Donatelli	0.2	1	2018. 7. 8.	CA-2018-152471	32216	OFF-PA-10004965	Xerox	Xerox 1921	$5	2	South	3816	$16	Consumer	2018. 7. 8.	Same Day	Florida	Paper
25%	Furniture	Mobile	United States	NW-18400	Natalie Webber	0	1	2017. 9. 15.	CA-2017-102582	36608	FUR-TA-10003569	Bretford	Bretford CR8500 Series Meeting Room Furniture	$200	2	South	3817	$802	Consumer	2017. 9. 19.	Standard Class	Alabama	Tables
0%	Technology	Mobile	United States	NW-18400	Natalie Webber	0	1	2017. 9. 15.	CA-2017-102582	36608	TEC-PH-10003187	Anker	Anker Astro Mini 3000mAh Ultra-Compact Portable Charger	$0	3	South	3818	$60	Consumer	2017. 9. 19.	Standard Class	Alabama	Phones
29%	Furniture	Mobile	United States	NW-18400	Natalie Webber	0	1	2017. 9. 15.	CA-2017-102582	36608	FUR-CH-10004853	Global	Global Manager's Adjustable Task Chair, Storm	$306	7	South	3819	$1,057	Consumer	2017. 9. 19.	Standard Class	Alabama	Chairs
34%	Office Supplies	New York City	United States	HG-14845	Harry Greene	0.2	1	2019. 10. 9.	CA-2019-141873	10024	OFF-BI-10001031	Pressboard	Pressboard Data Binders by Wilson Jones	$4	3	East	3820	$13	Consumer	2019. 10. 14.	Standard Class	New York	Binders
-5%	Furniture	New York City	United States	HG-14845	Harry Greene	0.2	1	2019. 10. 9.	CA-2019-141873	10024	FUR-BO-10003034	O'Sullivan	O'Sullivan Elevations Bookcase, Cherry Finish	-$16	3	East	3821	$314	Consumer	2019. 10. 14.	Standard Class	New York	Bookcases
47%	Office Supplies	New York City	United States	HG-14845	Harry Greene	0	1	2019. 10. 9.	CA-2019-141873	10024	OFF-PA-10000069	TOPS	TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack	$9	2	East	3822	$19	Consumer	2019. 10. 14.	Standard Class	New York	Paper
34%	Office Supplies	New York City	United States	HG-14845	Harry Greene	0.2	1	2019. 10. 9.	CA-2019-141873	10024	OFF-BI-10003655	Other	Durable Pressboard Binders	$6	6	East	3823	$18	Consumer	2019. 10. 14.	Standard Class	New York	Binders
26%	Office Supplies	New York City	United States	CC-12685	Craig Carroll	0	1	2017. 9. 14.	CA-2017-140984	10011	OFF-ST-10000585	Other	Economy Rollaway Files	$258	6	East	3824	$991	Consumer	2017. 9. 18.	Standard Class	New York	Storage
38%	Technology	New York City	United States	CC-12685	Craig Carroll	0.2	1	2017. 9. 14.	CA-2017-140984	10011	TEC-CO-10001571	Sharp	Sharp 1540cs Digital Laser Copier	$330	2	East	3825	$880	Consumer	2017. 9. 18.	Standard Class	New York	Copiers
35%	Office Supplies	New York City	United States	CC-12685	Craig Carroll	0.2	1	2017. 9. 14.	CA-2017-140984	10011	OFF-BI-10002012	Wilson Jones	Wilson Jones Easy Flow II Sheet Lifters	$5	9	East	3826	$13	Consumer	2017. 9. 18.	Standard Class	New York	Binders
10%	Office Supplies	Dallas	United States	JG-15805	John Grady	0.2	1	2016. 10. 7.	CA-2016-132801	75217	OFF-ST-10001228	Fellowes	Fellowes Personal Hanging Folder Files, Navy	$11	10	Central	3827	$107	Corporate	2016. 10. 12.	Standard Class	Texas	Storage
29%	Furniture	Detroit	United States	RW-19540	Rick Wilson	0	1	2019. 5. 7.	CA-2019-141733	48234	FUR-CH-10004086	Hon	Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs	$423	5	Central	3828	$1,459	Corporate	2019. 5. 11.	Standard Class	Michigan	Chairs
28%	Furniture	Detroit	United States	RW-19540	Rick Wilson	0	1	2019. 5. 7.	CA-2019-141733	48234	FUR-CH-10002017	SAFCO	SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair	$7	1	Central	3829	$27	Corporate	2019. 5. 11.	Standard Class	Michigan	Chairs
25%	Furniture	Detroit	United States	RW-19540	Rick Wilson	0	1	2019. 5. 7.	CA-2019-141733	48234	FUR-CH-10000595	SAFCO	Safco Contoured Stacking Chairs	$119	2	Central	3830	$477	Corporate	2019. 5. 11.	Standard Class	Michigan	Chairs
21%	Office Supplies	Detroit	United States	RW-19540	Rick Wilson	0.1	1	2019. 5. 7.	CA-2019-141733	48234	OFF-AP-10001563	Belkin	Belkin Premiere Surge Master II 8-outlet surge protector	$18	2	Central	3831	$87	Corporate	2019. 5. 11.	Standard Class	Michigan	Appliances
35%	Furniture	Dover	United States	LS-17230	Lycoris Saunders	0	1	2017. 11. 14.	US-2017-111927	19901	FUR-FU-10004017	Executive Impressions	"Executive Impressions 13"" Chairman Wall Clock"	$27	3	East	3832	$76	Consumer	2017. 11. 19.	Standard Class	Delaware	Furnishings
47%	Office Supplies	Dover	United States	LS-17230	Lycoris Saunders	0	1	2017. 11. 14.	US-2017-111927	19901	OFF-BI-10002571	Avery	"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""	$9	2	East	3833	$20	Consumer	2017. 11. 19.	Standard Class	Delaware	Binders
-20%	Technology	Columbus	United States	MY-18295	Muhammed Yedwab	0.4	1	2016. 11. 24.	CA-2016-105984	43229	TEC-PH-10000560	Samsung	Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)	-$210	5	East	3834	$1,050	Corporate	2016. 11. 24.	Same Day	Ohio	Phones
-6%	Furniture	Columbus	United States	MY-18295	Muhammed Yedwab	0.3	1	2016. 11. 24.	CA-2016-105984	43229	FUR-CH-10000847	Global	Global Executive Mid-Back Manager's Chair	-$35	3	East	3835	$611	Corporate	2016. 11. 24.	Same Day	Ohio	Chairs
35%	Office Supplies	Glendale	United States	JM-15655	Jim Mitchum	0.2	1	2016. 4. 8.	CA-2016-100363	85301	OFF-FA-10000611	OIC	Binder Clips by OIC	$1	2	West	3836	$2	Corporate	2016. 4. 15.	Standard Class	Arizona	Fasteners
36%	Office Supplies	Glendale	United States	JM-15655	Jim Mitchum	0.2	1	2016. 4. 8.	CA-2016-100363	85301	OFF-PA-10004733	Things To Do	Things To Do Today Spiral Book	$7	3	West	3837	$19	Corporate	2016. 4. 15.	Standard Class	Arizona	Paper
13%	Technology	North Las Vegas	United States	KM-16720	Kunst Miller	0.2	1	2016. 7. 26.	CA-2016-126760	89031	TEC-PH-10001363	Apple	Apple iPhone 5S	$114	2	West	3838	$912	Consumer	2016. 8. 2.	Standard Class	Nevada	Phones
-16%	Furniture	North Las Vegas	United States	KM-16720	Kunst Miller	0.2	1	2016. 7. 26.	CA-2016-126760	89031	FUR-CH-10003312	Hon	Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs	-$110	3	West	3839	$674	Consumer	2016. 8. 2.	Standard Class	Nevada	Chairs
27%	Furniture	North Las Vegas	United States	KM-16720	Kunst Miller	0	1	2016. 7. 26.	CA-2016-126760	89031	FUR-FU-10004018	Tensor	Tensor Computer Mounted Lamp	$36	9	West	3840	$134	Consumer	2016. 8. 2.	Standard Class	Nevada	Furnishings
41%	Technology	North Las Vegas	United States	KM-16720	Kunst Miller	0	1	2016. 7. 26.	CA-2016-126760	89031	TEC-AC-10004814	Logitech	Logitech Illuminated Ultrathin Keyboard with Backlighting	$70	3	West	3841	$171	Consumer	2016. 8. 2.	Standard Class	Nevada	Accessories
6%	Furniture	Bristol	United States	KE-16420	Katrina Edelman	0.2	1	2016. 6. 8.	US-2016-109162	37620	FUR-CH-10002647	Other	Situations Contoured Folding Chairs, 4/Set	$11	3	South	3842	$170	Corporate	2016. 6. 12.	Standard Class	Tennessee	Chairs
31%	Office Supplies	Los Angeles	United States	TS-21370	Todd Sumrall	0.2	1	2016. 10. 28.	CA-2016-101931	90049	OFF-BI-10004140	Avery	Avery Non-Stick Binders	$2	2	West	3843	$7	Corporate	2016. 10. 31.	First Class	California	Binders
1%	Office Supplies	Los Angeles	United States	TS-21370	Todd Sumrall	0	1	2016. 10. 28.	CA-2016-101931	90049	OFF-SU-10002301	Other	Serrated Blade or Curved Handle Hand Letter Openers	$0	2	West	3844	$6	Corporate	2016. 10. 31.	First Class	California	Supplies
3%	Office Supplies	Los Angeles	United States	TS-21370	Todd Sumrall	0	1	2016. 10. 28.	CA-2016-101931	90049	OFF-SU-10000646	Other	Premier Automatic Letter Opener	$14	2	West	3845	$481	Corporate	2016. 10. 31.	First Class	California	Supplies
-6%	Furniture	Los Angeles	United States	TS-21370	Todd Sumrall	0.15	1	2016. 10. 28.	CA-2016-101931	90049	FUR-BO-10001337	O'Sullivan	O'Sullivan Living Dimensions 2-Shelf Bookcases	-$36	6	West	3846	$617	Corporate	2016. 10. 31.	First Class	California	Bookcases
27%	Office Supplies	Los Angeles	United States	TS-21370	Todd Sumrall	0	1	2016. 10. 28.	CA-2016-101931	90049	OFF-ST-10003442	Eldon	Eldon Portable Mobile Manager	$38	5	West	3847	$141	Corporate	2016. 10. 31.	First Class	California	Storage
0%	Office Supplies	Canton	United States	SZ-20035	Sam Zeldin	0	1	2019. 11. 25.	CA-2019-129000	48187	OFF-ST-10001097	Office Impressions	Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers	$0	3	Central	3848	$502	Home Office	2019. 11. 27.	Second Class	Michigan	Storage
46%	Office Supplies	Fayetteville	United States	JE-15745	Joel Eaton	0	1	2019. 9. 22.	CA-2019-161053	72701	OFF-BI-10004318	Ibico	Ibico EB-19 Dual Function Manual Binding System	$318	4	South	3849	$692	Consumer	2019. 9. 23.	First Class	Arkansas	Binders
44%	Technology	Fayetteville	United States	JE-15745	Joel Eaton	0	1	2019. 9. 22.	CA-2019-161053	72701	TEC-AC-10004633	Verbatim	Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack	$15	5	South	3850	$35	Consumer	2019. 9. 23.	First Class	Arkansas	Accessories
47%	Office Supplies	Springfield	United States	MS-17980	Michael Stewart	0	1	2017. 12. 4.	CA-2017-142377	65807	OFF-PA-10001970	Xerox	Xerox 1881	$40	7	Central	3851	$86	Corporate	2017. 12. 9.	Standard Class	Missouri	Paper
17%	Furniture	Quincy	United States	DH-13675	Duane Huffman	0	1	2017. 9. 21.	CA-2017-127593	02169	FUR-FU-10004006	Deflect-o	Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting	$15	2	East	3852	$85	Home Office	2017. 9. 21.	Same Day	Massachusetts	Furnishings
-160%	Office Supplies	Rockford	United States	GT-14755	Guy Thornton	0.8	1	2019. 11. 26.	CA-2019-130526	61107	OFF-BI-10001524	GBC	GBC Premium Transparent Covers with Diagonal Lined Pattern	-$54	8	Central	3853	$34	Consumer	2019. 11. 29.	First Class	Illinois	Binders
44%	Furniture	San Francisco	United States	GH-14410	Gary Hansen	0	1	2019. 6. 6.	US-2019-131849	94122	FUR-FU-10004164	Eldon	Eldon 300 Class Desk Accessories, Black	$2	1	West	3854	$5	Home Office	2019. 6. 10.	Standard Class	California	Furnishings
0%	Office Supplies	San Francisco	United States	GH-14410	Gary Hansen	0	1	2019. 6. 6.	US-2019-131849	94122	OFF-ST-10002957	Sterilite	Sterilite Show Offs Storage Containers	$0	5	West	3855	$26	Home Office	2019. 6. 10.	Standard Class	California	Storage
-175%	Office Supplies	San Antonio	United States	DM-13015	Darrin Martin	0.8	1	2019. 10. 23.	US-2019-105389	78207	OFF-BI-10004364	Storex	Storex Dura Pro Binders	-$6	3	Central	3856	$4	Consumer	2019. 10. 28.	Second Class	Texas	Binders
6%	Technology	San Antonio	United States	DM-13015	Darrin Martin	0.2	1	2019. 10. 23.	US-2019-105389	78207	TEC-PH-10002824	Jabra	Jabra SPEAK 410 Multidevice Speakerphone	$51	5	Central	3857	$824	Consumer	2019. 10. 28.	Second Class	Texas	Phones
9%	Office Supplies	San Antonio	United States	DM-13015	Darrin Martin	0.2	1	2019. 10. 23.	US-2019-105389	78207	OFF-AR-10000634	Newell	Newell 320	$1	3	Central	3858	$10	Consumer	2019. 10. 28.	Second Class	Texas	Art
20%	Technology	Thornton	United States	TC-21295	Toby Carlisle	0.2	1	2016. 12. 20.	CA-2016-140816	80229	TEC-AC-10001539	Logitech	Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology	$90	7	West	3859	$448	Consumer	2016. 12. 20.	Same Day	Colorado	Accessories
-56%	Furniture	Chicago	United States	JK-16120	Julie Kriz	0.5	1	2019. 2. 17.	CA-2019-154039	60653	FUR-TA-10001932	Chromcraft	"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table"	-$269	3	Central	3860	$481	Home Office	2019. 2. 22.	Standard Class	Illinois	Tables
9%	Technology	Chicago	United States	JK-16120	Julie Kriz	0.2	1	2019. 2. 17.	CA-2019-154039	60653	TEC-PH-10002789	Other	LG Exalt	$11	1	Central	3861	$125	Home Office	2019. 2. 22.	Standard Class	Illinois	Phones
36%	Office Supplies	Yonkers	United States	NC-18415	Nathan Cano	0.2	1	2016. 5. 3.	CA-2016-135755	10701	OFF-BI-10004828	GBC	GBC Poly Designer Binding Covers	$15	3	East	3862	$40	Consumer	2016. 5. 10.	Standard Class	New York	Binders
36%	Office Supplies	Yonkers	United States	NC-18415	Nathan Cano	0.2	1	2016. 5. 3.	CA-2016-135755	10701	OFF-BI-10003981	Avery	"Avery Durable Plastic 1"" Binders"	$4	3	East	3863	$11	Consumer	2016. 5. 10.	Standard Class	New York	Binders
26%	Office Supplies	San Diego	United States	AJ-10960	Astrea Jones	0	1	2019. 10. 17.	CA-2019-123246	92037	OFF-AR-10001770	Other	Economy #2 Pencils	$3	4	West	3864	$11	Consumer	2019. 10. 19.	Second Class	California	Art
-120%	Furniture	Champaign	United States	LC-16885	Lena Creighton	0.6	1	2017. 11. 28.	CA-2017-157133	61821	FUR-FU-10004904	Eldon	"Eldon ""L"" Workstation Diamond Chairmat"	-$182	5	Central	3865	$152	Consumer	2017. 12. 3.	Standard Class	Illinois	Furnishings
16%	Technology	San Francisco	United States	GW-14605	Giulietta Weimer	0	1	2016. 7. 27.	CA-2016-124709	94122	TEC-AC-10002842	WD My Passport	WD My Passport Ultra 2TB Portable External Hard Drive	$38	2	West	3866	$238	Consumer	2016. 7. 29.	Second Class	California	Accessories
36%	Technology	Lawrence	United States	SC-20305	Sean Christensen	0	1	2019. 4. 23.	CA-2019-146360	46226	TEC-AC-10003590	Other	TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem	$56	6	Central	3867	$155	Consumer	2019. 4. 25.	Second Class	Indiana	Accessories
43%	Technology	San Diego	United States	JF-15355	Jay Fein	0	1	2017. 10. 23.	CA-2017-132486	92105	TEC-AC-10000710	Maxell	Maxell DVD-RAM Discs	$64	9	West	3868	$148	Consumer	2017. 10. 27.	Second Class	California	Accessories
11%	Furniture	San Diego	United States	JF-15355	Jay Fein	0.2	1	2017. 10. 23.	CA-2017-132486	92105	FUR-CH-10004495	Global	Global Leather and Oak Executive Chair, Black	$27	1	West	3869	$241	Consumer	2017. 10. 27.	Second Class	California	Chairs
9%	Furniture	San Diego	United States	JF-15355	Jay Fein	0.2	1	2017. 10. 23.	CA-2017-132486	92105	FUR-CH-10004540	Global	Global Chrome Stack Chair	$17	7	West	3870	$192	Consumer	2017. 10. 27.	Second Class	California	Chairs
49%	Office Supplies	San Diego	United States	JF-15355	Jay Fein	0	1	2017. 10. 23.	CA-2017-132486	92105	OFF-PA-10004971	Xerox	Xerox 196	$6	2	West	3871	$12	Consumer	2017. 10. 27.	Second Class	California	Paper
48%	Office Supplies	San Diego	United States	JF-15355	Jay Fein	0	1	2017. 10. 23.	CA-2017-132486	92105	OFF-EN-10002600	Other	Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2	$6	4	West	3872	$12	Consumer	2017. 10. 27.	Second Class	California	Envelopes
5%	Furniture	San Diego	United States	JF-15355	Jay Fein	0.2	1	2017. 10. 23.	CA-2017-132486	92105	FUR-CH-10001854	Office Star	Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat	$42	3	West	3873	$842	Consumer	2017. 10. 27.	Second Class	California	Chairs
33%	Office Supplies	Johnson City	United States	DM-13015	Darrin Martin	0.2	1	2018. 9. 5.	CA-2018-136231	37604	OFF-EN-10001099	Staple envelope	Staple envelope	$8	3	South	3874	$23	Consumer	2018. 9. 7.	Second Class	Tennessee	Envelopes
-73%	Office Supplies	Johnson City	United States	DM-13015	Darrin Martin	0.7	1	2018. 9. 5.	CA-2018-136231	37604	OFF-BI-10001597	Wilson Jones	"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"	-$63	7	South	3875	$86	Consumer	2018. 9. 7.	Second Class	Tennessee	Binders
6%	Technology	Johnson City	United States	DM-13015	Darrin Martin	0.2	1	2018. 9. 5.	CA-2018-136231	37604	TEC-PH-10002660	Nortel	Nortel Networks T7316 E Nt8 B27	$7	2	South	3876	$109	Consumer	2018. 9. 7.	Second Class	Tennessee	Phones
31%	Office Supplies	Johnson City	United States	DM-13015	Darrin Martin	0.2	1	2018. 9. 5.	CA-2018-136231	37604	OFF-PA-10000327	Xerox 1971	Xerox 1971	$3	3	South	3877	$10	Consumer	2018. 9. 7.	Second Class	Tennessee	Paper
-70%	Office Supplies	Tampa	United States	EP-13915	Emily Phan	0.7	1	2018. 10. 28.	CA-2018-140641	33614	OFF-BI-10001191	Other	Canvas Sectional Post Binders	-$27	5	South	3878	$38	Consumer	2018. 11. 2.	Standard Class	Florida	Binders
8%	Office Supplies	Decatur	United States	JG-15805	John Grady	0.2	1	2016. 4. 5.	CA-2016-151001	62521	OFF-ST-10003455	Tenex	Tenex File Box, Personal Filing Tote with Lid, Black	$4	4	Central	3879	$50	Corporate	2016. 4. 7.	First Class	Illinois	Storage
8%	Office Supplies	Decatur	United States	JG-15805	John Grady	0.2	1	2016. 4. 5.	CA-2016-151001	62521	OFF-ST-10001031	Other	Adjustable Personal File Tote	$4	4	Central	3880	$52	Corporate	2016. 4. 7.	First Class	Illinois	Storage
31%	Office Supplies	Gilbert	United States	PF-19120	Peter Fuller	0.2	1	2017. 6. 15.	CA-2017-129896	85234	OFF-PA-10002245	Xerox	Xerox 1895	$3	2	West	3881	$10	Consumer	2017. 6. 20.	Standard Class	Arizona	Paper
-24%	Office Supplies	Gilbert	United States	PF-19120	Peter Fuller	0.2	1	2017. 6. 15.	CA-2017-129896	85234	OFF-ST-10004804	Belkin	"Belkin 19"" Vented Equipment Shelf, Black"	-$20	2	West	3882	$82	Consumer	2017. 6. 20.	Standard Class	Arizona	Storage
-10%	Furniture	Gilbert	United States	PF-19120	Peter Fuller	0.2	1	2017. 6. 15.	CA-2017-129896	85234	FUR-FU-10004904	Eldon	"Eldon ""L"" Workstation Diamond Chairmat"	-$36	6	West	3883	$365	Consumer	2017. 6. 20.	Standard Class	Arizona	Furnishings
28%	Furniture	Gilbert	United States	PF-19120	Peter Fuller	0.2	1	2017. 6. 15.	CA-2017-129896	85234	FUR-FU-10002396	DAX	DAX Copper Panel Document Frame, 5 x 7 Size	$11	4	West	3884	$40	Consumer	2017. 6. 20.	Standard Class	Arizona	Furnishings
9%	Office Supplies	Knoxville	United States	DW-13195	David Wiener	0.2	1	2016. 7. 5.	CA-2016-152849	37918	OFF-AR-10002833	Newell	Newell 322	$0	3	South	3885	$4	Corporate	2016. 7. 12.	Standard Class	Tennessee	Art
-170%	Office Supplies	Chicago	United States	CK-12595	Clytie Kelty	0.8	1	2019. 1. 29.	US-2019-127341	60653	OFF-BI-10001072	GBC	GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack	-$21	4	Central	3886	$12	Consumer	2019. 2. 2.	Standard Class	Illinois	Binders
28%	Technology	Bloomington	United States	CC-12670	Craig Carreira	0	1	2018. 3. 3.	CA-2018-167759	47401	TEC-PH-10003171	Plantronics	Plantronics Encore H101 Dual Earpieces Headset	$38	3	Central	3887	$135	Consumer	2018. 3. 8.	Second Class	Indiana	Phones
31%	Office Supplies	Roswell	United States	SV-20785	Stewart Visinsky	0	1	2016. 6. 2.	CA-2016-100895	30076	OFF-AR-10004511	Sanford	Sanford Colorific Scented Colored Pencils, 12/Pack	$3	2	South	3888	$9	Consumer	2016. 6. 6.	Standard Class	Georgia	Art
28%	Technology	Roswell	United States	SV-20785	Stewart Visinsky	0	1	2016. 6. 2.	CA-2016-100895	30076	TEC-PH-10001425	Other	Mophie Juice Pack Helium for iPhone	$67	3	South	3889	$240	Consumer	2016. 6. 6.	Standard Class	Georgia	Phones
30%	Office Supplies	Roswell	United States	SV-20785	Stewart Visinsky	0	1	2016. 6. 2.	CA-2016-100895	30076	OFF-ST-10001490	Other	Hot File 7-Pocket, Floor Stand	$107	2	South	3890	$357	Consumer	2016. 6. 6.	Standard Class	Georgia	Storage
33%	Technology	Los Angeles	United States	SP-20860	Sung Pak	0	1	2018. 11. 24.	US-2018-163881	90036	TEC-AC-10003033	Plantronics	Plantronics CS510 - Over-the-Head monaural Wireless Headset System	$218	2	West	3891	$660	Corporate	2018. 11. 30.	Standard Class	California	Accessories
13%	Furniture	Los Angeles	United States	SP-20860	Sung Pak	0.2	1	2018. 11. 24.	US-2018-163881	90036	FUR-CH-10001394	Global	Global Leather Executive Chair	$211	6	West	3892	$1,685	Corporate	2018. 11. 30.	Standard Class	California	Chairs
34%	Technology	Los Angeles	United States	SP-20860	Sung Pak	0	1	2018. 11. 24.	US-2018-163881	90036	TEC-AC-10000420	Logitech	Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning	$190	8	West	3893	$560	Corporate	2018. 11. 30.	Standard Class	California	Accessories
